Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;I;2;S5;9;JOACABA;SC;01/03/2021;834;203;631;0;0;0;0;0;;;;
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;S5;14;CURITIBA;PR;01/03/2021;776;1;0;774;0;0;0;0;;;;
GOLCRED S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7631026;n1;I;2;S4;14;SAO JOSE;SC;01/03/2021;745;211;424;110;0;0;0;0;;;;
FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;27348513;n1;I;2;S5;10;CAMPO GRANDE;MS;01/03/2021;726;197;530;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;I;2;S5;9;PAO DE ACUCAR;AL;01/03/2021;714;608;106;0;0;0;0;0;;;;
ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4772908;n1;I;2;S5;10;PASSOS;MG;01/03/2021;695;490;189;16;0;0;0;0;;;;
BANCO VIPAL S.A.;9526594;b2;I;2;S4;8;PORTO ALEGRE;RS;01/03/2021;666;0;350;317;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL E DO DISTRITO FEDERAL - SICOOB LEGISLATIVO;3329154;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;646;428;0;218;0;0;0;0;;;;
QI;52151;n1;C;2;S5;197;SAO PAULO;SP;01/03/2021;634;613;21;0;0;0;0;0;;;;
GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;11165756;n1;I;2;S5;10;AMERICANA;SP;01/03/2021;626;600;26;0;0;0;0;0;;;;
FFCRED SOCIEDADE DE CRÉDITO DIRETO S.A..;39738065;n1;I;2;S5;43;ERECHIM;RS;01/03/2021;566;52;515;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;9244973;b3S;I;2;S5;9;POCO VERDE;SE;01/03/2021;544;213;331;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV;5667301;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;01/03/2021;526;182;71;0;0;273;0;0;;;;
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;452;49;403;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN;2674113;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;412;29;383;0;0;0;0;0;;;;
RPW SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;6249129;n1;I;2;S5;10;SAO PAULO;SP;01/03/2021;411;12;388;12;0;0;0;0;;;;
SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.;3428338;b3S;I;2;S5;9;CAMPINA GRANDE;PB;01/03/2021;389;36;353;0;0;0;0;0;;;;
CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;18188384;n1;I;2;S5;10;MARINGA;PR;01/03/2021;388;6;170;213;0;0;0;0;;;;
COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;58022195;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;01/03/2021;361;0;0;361;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS;25363615;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;335;74;146;0;0;115;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2021;332;86;95;152;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4355489;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2021;327;0;0;0;0;327;0;0;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA – SICREDI POL RS/SC;3000142;b3S;I;2;S4;9;PORTO ALEGRE;RS;01/03/2021;309;36;273;0;0;0;0;0;;;;
CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;5442029;n1;I;2;S5;10;SAO PAULO;SP;01/03/2021;307;88;17;28;174;0;0;0;;;;
FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;91669747;n1;I;2;S5;14;NOVO HAMBURGO;RS;01/03/2021;297;0;0;297;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;17502881;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;292;93;0;199;0;0;0;0;;;;
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;I;2;S4;9;CHAPECO;SC;01/03/2021;277;0;277;0;0;0;0;0;;;;
CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.;21332862;n1;I;2;S5;43;SAO PAULO;SP;01/03/2021;273;28;245;0;0;0;0;0;;;;
AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S/A;3058464;n1;I;1;S4;30;BOA VISTA;RR;01/03/2021;269;196;73;NI;NI;NI;0;NI;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL – SICREDI AJURIS RS;3750034;b3S;I;2;S4;9;PORTO ALEGRE;RS;01/03/2021;262;26;224;12;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA;6975532;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2021;260;62;87;38;0;73;0;0;;;;
FACILICRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4849745;n1;I;2;S5;10;CURITIBA;PR;01/03/2021;249;122;126;0;0;0;0;0;;;;
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2021;237;237;0;0;0;0;0;0;;;;
BOM CRÉDITO   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;5669150;n1;I;2;S5;10;VOLTA REDONDA;RJ;01/03/2021;237;137;101;0;0;0;0;0;;;;
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;33775974;n2;I;2;S4;15;RIO DE JANEIRO;RJ;01/03/2021;207;207;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;I;2;S4;9;PORTO ALEGRE;RS;01/03/2021;197;0;100;97;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2021;183;0;183;0;0;0;0;0;;;;
FONTECRED - SOCIEDADE DE CRÉDITO DIRETO S/A;33890605;n1;I;2;S5;43;LAGOA DA PRATA;MG;01/03/2021;172;69;102;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL - CREDICANA;44373041;b3S;I;2;S5;9;ASSIS;SP;01/03/2021;171;0;171;0;0;0;0;0;;;;
ECONOMISA COMPANHIA HIPOTECÁRIA.;17441197;n1;I;2;S5;29;BELO HORIZONTE;MG;01/03/2021;161;4;156;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA;65560658;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;161;42;71;0;0;47;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES FEDERAIS NA PARAÍBA - SICOOB COOPERCRET;2275781;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2021;147;32;115;0;0;0;0;0;;;;
TULLETT PREBON BRASIL;52027;n2;C;3;S4;196;SAO PAULO;SP;01/03/2021;139;139;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.;3844699;b3S;I;2;S5;9;VITORIA;ES;01/03/2021;137;0;137;0;0;0;0;0;;;;
CORPORE SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E ÀS EMPRESAS DE PEQUENO PORTE LTDA.;7327045;n1;I;2;S5;10;DOURADOS;MS;01/03/2021;136;109;28;0;0;0;0;0;;;;
ASPECIR - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;5289612;n1;I;2;S5;10;PORTO ALEGRE;RS;01/03/2021;129;129;0;0;0;0;0;0;;;;
STARCRED SOCIEDADE DE CRÉDITO DIRETO S.A.;35911258;n1;I;2;S5;43;TAQUARA;RS;01/03/2021;113;0;113;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES;3639902;b3S;I;2;S5;9;VITORIA;ES;01/03/2021;101;101;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED;5292849;b3S;I;2;S5;9;GUARULHOS;SP;01/03/2021;100;100;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS;49091119;b3S;I;2;S5;9;CAJAMAR;SP;01/03/2021;99;99;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO DOS EMPREGADOS E SERVIDORES DA SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - SICOOB COOPTRANSP;66555665;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;95;56;0;0;0;39;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB;59305565;b3S;I;2;S5;9;PINDAMONHANGABA;SP;01/03/2021;94;0;0;0;94;0;0;0;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;I;2;S4;9;CURITIBA;PR;01/03/2021;86;0;74;0;12;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA;5424088;b3S;I;2;S5;9;SAO GONCALO;RJ;01/03/2021;83;83;0;0;0;0;0;0;;;;
WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;n1;I;2;S4;14;SAO PAULO;SP;01/03/2021;80;0;80;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO;4546162;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;76;0;76;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF;19402130;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;74;63;11;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO;44746352;b3S;I;2;S5;9;BARRA BONITA;SP;01/03/2021;70;51;19;0;0;0;0;0;;;;
SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN;5545390;b3S;I;2;S5;9;SAO LUIS;MA;01/03/2021;64;5;59;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO MAGISTRADOS MEMBROS SERVIDORES PODER JUDICIÁRIO MINISTÉRIO PÚBLICO DEFENSORIA PÚBLICA PGE PGM  POLÍCIA JUDICIÁRIA OFICIAIS REGISTRADORES CEARÁ SICREDI COOPERJURIS;8041950;b3S;I;2;S5;9;FORTALEZA;CE;01/03/2021;64;0;64;0;0;0;0;0;;;;
CODEPE;52089;n1;C;2;S4;197;RECIFE;PE;01/03/2021;61;0;0;0;0;61;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS DO MUNICÍPIO DE UBERABA E SUAS FUNDAÇÕES - SICOOB - CREDIMED LTDA.;71336432;b3S;I;2;S5;9;UBERABA;MG;01/03/2021;57;53;2;0;0;2;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV;881829;b3S;I;2;S5;9;JABOTICABAL;SP;01/03/2021;50;50;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SÃO PAULO - SICOOB CREDIBESP;7753938;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;40;40;NI;NI;NI;NI;0;NI;;;;
CREDILON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR DA REGIÃO DE LONDRINA LTDA.;4223451;n1;I;2;S5;10;LONDRINA;PR;01/03/2021;39;22;17;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI;6369729;b3S;I;2;S5;9;OTACILIO COSTA;SC;01/03/2021;39;39;NI;NI;NI;NI;0;NI;;;;
COBUCCIO SOCIEDADE DE CRÉDITO DIRETO S.A.;36947229;n1;I;2;S4;43;MONTE BELO;MG;01/03/2021;37;0;37;0;0;0;0;0;;;;
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;36;0;36;0;0;0;0;0;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS;5428587;b3S;I;2;S5;9;OLIVEIRA DOS BREJINHOS;BA;01/03/2021;32;32;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS IND.ALIMENTACAO REG.GRDE.VITORIA EST.ES-CREDI-ALIMENTO;3973743;b3S;I;2;S5;9;VITORIA;ES;01/03/2021;28;28;0;0;0;0;0;0;;;;
SCB CRÉDITO SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;8430732;n1;I;2;S5;10;FORTALEZA;CE;01/03/2021;26;26;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA;20833992;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;23;23;0;0;0;0;0;0;;;;
VALOR SOCIEDADE DE CRÉDITO DIRETO S.A.;7799277;n1;I;2;S5;43;SAO PAULO;SP;01/03/2021;21;21;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;I;2;S5;9;JOAO MONLEVADE;MG;01/03/2021;18;0;18;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS;96409263;b3S;I;2;S5;9;ILHA SOLTEIRA;SP;01/03/2021;17;17;0;0;0;0;0;0;;;;
BRCARD SOCIEDADE DE CRÉDITO DIRETO S/A;39431423;n1;I;2;S5;43;CALDAS NOVAS;GO;01/03/2021;17;17;0;0;0;0;0;0;;;;
PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;35551187;n1;I;2;S4;14;PRESIDENTE PRUDENTE;SP;01/03/2021;15;0;15;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;31746993;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2021;14;14;0;0;0;0;0;0;;;;
BRASIL CARD MEIOS DE PAGAMENTOS LTDA;3130170;n4;I;2;S4;41;MONTE BELO;MG;01/03/2021;14;0;0;0;14;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO;26758433;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;12;12;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE;8482873;b3S;I;2;S5;9;IGACI;AL;01/03/2021;3;3;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.;42445122;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/03/2021;3;3;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA;74248949;b3S;I;2;S5;9;SAO JOAO DA BOA VISTA;SP;01/03/2021;3;3;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPSEF;16721078;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;1;0;1;0;0;0;0;0;;;;
CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13ª REGIÃO LTDA.;4608925;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2021;1;1;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE;5460750;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRéDITO MúTUO DOS SERVIDORES DO PODER JUDICIáRIO, DO TRIBUNAL DE CONTAS ESTADUAL E DEMAIS ÓRGãOS PúBLICOS MUNICIPAIS, ESTADUAIS E FEDERAIS NO ESTADO DO RIO DE JANEIRO LTDA. –;2000895;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/03/2021;0;0;0;0;0;0;0;0;;;;
VR;50524;b1;C;2;S4;199;SAO PAULO;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
NUBANK;52058;n1;C;2;S4;197;SAO PAULO;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;I;2;S5;9;URUCANIA;MG;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;I;2;S5;9;SAO GONCALO;RJ;01/03/2021;0;0;0;0;0;0;0;0;;;;
AGK CORRETORA DE CAMBIO S.A.;250699;n2;I;2;S4;21;SAO PAULO;SP;01/03/2021;0;NA;NA;NA;NA;NA;0;NA;;;;
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;S4;9;SAO PAULO;SP;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;329598;n2;I;2;S4;16;SAO PAULO;SP;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;I;2;S4;16;RIO DE JANEIRO;RJ;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP – SICOOB CECRESA;512839;b3S;I;2;S5;9;SANTO ANDRE;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;S4;9;FLORIANOPOLIS;SC;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.;548980;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;I;2;S5;9;ORLANDIA;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;I;2;S5;9;CONTAGEM;MG;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;I;2;S5;9;ORLANDIA;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.;968834;b3S;I;2;S5;9;CATALAO;GO;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO UNICOPER;977212;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA;991739;b3S;I;2;S5;9;BELEM;PA;01/03/2021;0;0;0;0;0;0;0;0;;;;
BANCO B3 S.A.;997185;b1;I;2;S4;2;SAO PAULO;SP;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
CIELO S.A.;1027058;n4;I;2;;41;BARUERI;SP;01/03/2021;0;NI;NI;NI;NI;NI;0;NI;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO;1062439;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;I;2;S5;9;CERQUILHO;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES;1235921;b3S;I;2;S5;9;VITORIA;ES;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;I;2;S5;9;COTIA;SP;01/03/2021;0;0;0;0;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.;1301541;b3S;I;2;S5;9;UBERLANDIA;MG;01/03/2021;0;0;0;0;0;0;0;0;;;;
